url,id,start_datetime,start_date,start_time,end_datetime,end_date,end_time,duration,room,slug,title,track,type,language,abstract,description,translation,translation_derived,is_partner_session,speakers
https://re-publica.com/de/session/alles-geklaert-vom-trinkwasser-zum-schmutzwasser-und-zurueck,0,2023-06-06 17:15:00+02:00,2023-06-06,17:15,2023-06-06 18:15:00+02:00,2023-06-06,18:15,1:00,Meet Up Garten,alles-geklärt-vom-trinkwasser-zum-schmutzwasser-und-zurück,Alles geklärt? Vom Trinkwasser zum Schmutzwasser und zurück?,Technologie & Wissenschaft,In Conversation With,de,Wir wollen über Klos reden,"Wir wollen über Klos reden! Unser gemeinsames Ziel: Nährstoffe aus unseren Hinterlassenschaften zurück in den Kreislauf bringen und damit Ressourcen und Klima schonen.
Warum? Wie geht das? Wer macht das? >> Kommt vorbei, lauscht uns, kommt mit uns in Austausch und lasst euch für das Thema begeistern. 
>> Loo:topia Talk 3 zu ""Herausforderungen""",False,False,False,Greta Sundermann
https://re-publica.com/de/session/cash-cybercrime-astonishing-commercialization-bad-cyber-actors,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:30:00+02:00,2023-06-06,18:30,1:00,Trödelhalle,the-cash-in-cybercrime-on-the-astonishing-commercialization-of-bad-cyber-actors,The cash in cybercrime. On the astonishing commercialization of bad cyber actors.,Technologie & Wissenschaft,In Conversation With,en,Jamie Collier will give a riveting overview on how the mechanics of cybercrime are shifting - and will discuss with...,Jamie Collier will give a riveting overview on how the mechanics of cybercrime are shifting - and will discuss with Heli Tiirmaa-Klaar what this means for the Cybersecurity landscape.,False,False,True,"Jamie Collier, Heli Tiirmaa-Klaar"
https://re-publica.com/de/session/bessere-quoten-als-beim-bachelor-youtube-ist-erwachsen-geworden,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:00:00+02:00,2023-06-06,18:00,0:30,Stage 3,bessere-quoten-als-beim-bachelor-youtube-ist-erwachsen-geworden,Bessere Quoten als beim Bachelor - YouTube ist erwachsen geworden,Medien,Panel-Diskussion,de,Mit Mirella und Oğuz blicken wir zurück auf Y-Titty und auf 10 Jahre Mirellativegal - was sind die nächsten Schritte...,"Mit Mirella und Oğuz blicken wir zurück auf Y-Titty und auf 10 Jahre Mirellativegal - was sind die nächsten Schritte der Creator*innen? Und wir fordern die alte Fernsehwelt mit ihren Quoten und Werbedeals heraus: Wie viel Geld kann man auf YouTube verdienen? Wie macht man Content, bei dem die Zuschauer*innen nicht schon nach 5 Minuten abschalten?",False,False,False,"Mirella Precek, Oğuz Yılmaz, Victoria Reichelt"
https://re-publica.com/de/session/cash-fuer-die-twin-transition-wie-wird-digitalisierung-gruener-und-klimaschutz-digitaler,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:00:00+02:00,2023-06-06,18:00,0:30,Lightning Box 1,cash-für-die-twin-transition-wie-wird-digitalisierung-grüner-und-klimaschutz-digitaler,CASH für die Twin Transition – wie wird Digitalisierung grüner und Klimaschutz digitaler?,Net for Good,Lightning Talk,de,Digitalisierung sorgt weltweit inzwischen für genauso viel CO2-Emissionen wie der Flugverkehr,Digitalisierung sorgt weltweit inzwischen für genauso viel CO2-Emissionen wie der Flugverkehr. Gleichzeitig können digitale Innovationen zum Klimaschutz und zur Anpassung an den Klimawandel beitragen. Für solche grünen digitalen Lösungen fehlt allerdings gerade im globalen Süden das Geld. Woher also kommt das CASH für die Twin Transition?,False,False,True,"Georg von Richthofen, Martin Wimmer"
https://re-publica.com/de/session/gamification-als-schluessel-zur-gesundheitskompetenz-ist-es-das-cash-wert,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:00:00+02:00,2023-06-06,18:00,0:30,Lightning Box 2,gamification-als-schlüssel-zur-gesundheitskompetenz-ist-es-das-cash-wert,Gamification als Schlüssel zur Gesundheitskompetenz. Ist es das #CASH wert?,Lernen & Wissen,Lightning Talk,de,Gesundheitsdaten sind sensible Daten,"Gesundheitsdaten sind sensible Daten. Sie helfen, Therapien zu entwickeln. Wir meinen: Ein Mitdiskutieren zu diesem Thema setzt Wissen voraus. Dafür haben wir ein Online-Spiel entwickelt. Aber lohnt der Aufwand der Gamification? Diskutiert mit. Teilt Eure Erfahrungen.",False,False,True,"Annika Luczak, Sebastian Strenzel"
https://re-publica.com/de/session/doppelte-transformation-wie-wir-die-nachhaltige-und-die-digitale-transformation-treffender,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:30:00+02:00,2023-06-06,18:30,1:00,Foyer,doppelte-transformation-wie-wir-die-nachhaltige-und-die-digitale-transformation-treffender-beschreiben-und-denken-können,"„Doppelte Transformation?""  Wie wir die nachhaltige und die digitale Transformation treffender beschreiben und denken können",Politik & Gesellschaft,Panel-Diskussion,de,Diskussion des Begriffs der „doppelten Transformation“,Diskussion des Begriffs der „doppelten Transformation“. Von den unterschiedlichen Geschwindigkeiten der nachhaltigen und der digitalen Transformationen und einem neuen Ansatz: dem doppelten Imperativ unserer Zeit.,False,False,True,"Friederike Rohde, Lea Wulf, Marcel Dickow"
https://re-publica.com/de/session/wer-hat-das-privileg-ueber-die-zukunft-nachzudenken,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:30:00+02:00,2023-06-06,18:30,1:00,Stage 1,wer-hat-das-privileg-über-die-zukunft-nachzudenken,Wer hat das Privileg über die Zukunft nachzudenken?,Politik & Gesellschaft,Vortrag,de,Kübra Gümüşay spricht über das Verlernen des Geschriebenen und die Besetzung der Zukunft.,Kübra Gümüşay spricht über das Verlernen des Geschriebenen und die Besetzung der Zukunft.,True,True,False,"Kübra Gümüşay, Anna Dushime"
https://re-publica.com/de/session/magic-pluralistic-futures,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:00:00+02:00,2023-06-06,18:00,0:30,Stage 2,the-magic-of-pluralistic-futures,The Magic of Pluralistic Futures,Technologie & Wissenschaft,Vortrag,en,"Author and futures thinker AX Mina examines the use of the word “magic” in technology and explores a more expansive,...","Author and futures thinker AX Mina examines the use of the word “magic” in technology and explores a more expansive, pluralistic view of our future, grounded in ancient wisdom traditions.",False,True,False,AX Mina
https://re-publica.com/de/session/oeffentlich-rechtliche-auf-der-republica-nachfragen-noergeln-nerven-und-noch-viel-mehr,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:30:00+02:00,2023-06-06,18:30,1:00,Meet Up Festsaal,öffentlich-rechtliche-auf-der-re-publica-nachfragen-nörgeln-nerven-und-noch-viel-mehr-vielfältige-wege-der-effizienten-gremien-kontrolle,"Öffentlich-rechtliche auf der re:publica: Nachfragen, nörgeln, nerven und noch viel mehr: Vielfältige Wege der effizienten Gremien-Kontrolle",Medien,Meet Up,de,"Die Skandale bei RBB, NDR, WDR & Co haben gezeigt wie wichtig Kontrolle im öffentlich-rechtlichen System ist","Die Skandale bei RBB, NDR, WDR & Co haben gezeigt wie wichtig Kontrolle im öffentlich-rechtlichen System ist.  Die Herausforderungen waren dabei oft ähnlich, die Lösungsansätze vielfältig. Aber es gab kaum Austausch über Methoden und Strategien zwischen den einzelnen Räten. Dieses Meetup für Räte wird das ändern. Rundfunkräte: Exchange!",False,False,False,"Beate Bäumer, Leonhard Dobusch"
https://re-publica.com/de/session/demokratisierung-der-start-finanzierung-ist-ein-staatlich-risikokontrollierter,0,2023-06-06 17:30:00+02:00,2023-06-06,17:30,2023-06-06 18:30:00+02:00,2023-06-06,18:30,1:00,Meet Up Flutgraben,demokratisierung-in-der-start-up-finanzierung-ist-ein-staatlich-risikokontrollierter-publikumsfonds-ein-weg-dahin,Demokratisierung in der Start-up Finanzierung – Ist ein staatlich risikokontrollierter Publikumsfonds ein Weg dahin?,Wirtschaft & Verantwortung,Meet Up,de,Wie demokratisiert man das wirtschaftliche Erfolgspotenzial von Start-ups,"Wie demokratisiert man das wirtschaftliche Erfolgspotenzial von Start-ups? Könnte ein Publikumsfonds mit Risikoabsicherung für Kleinanleger:innen, welcher unter (teil-) staatlichem Management steht, eine mögliche Antwort sein? Eine Diskussion für mehr Teilhabe und den sozialen Gedanken unserer zukünftigen Unternehmer:innenkultur.",False,False,False,Holger Becker
